StructureID|AtomID|DFT_Fx|DFT_Fy|DFT_Fz|NN_Fx|NN_Fy|NN_Fz
3|443|0.16455|-1.837501|0.994932|0.024729066|-1.6002469|1.7988229
3|444|0.33242|-1.902867|0.952096|-0.09140538|-1.6216725|1.3748927
3|445|0.178087|-1.796862|1.024869|0.16139874|-1.7063706|1.7777956
3|446|0.276094|-1.882954|0.894261|0.52749914|-1.5010736|1.3117334
3|447|0.188423|-1.711194|1.01875|0.20328416|-1.6497874|1.67332
3|448|-0.024229|1.119764|-0.664117|0.11422811|0.9862282|-0.2932399
3|449|-0.136677|0.973473|-0.635801|-0.1721457|0.6066332|-1.154119
3|450|-0.008275|1.123842|-0.653257|0.27399158|0.58606786|-0.4830987
3|451|-0.024591|1.116467|-0.705527|0.015990376|0.791828|-0.8012234
3|452|-0.048177|1.043697|-0.628736|0.17772235|0.9928442|-0.32545862
3|453|-0.145107|1.115403|-0.677119|-0.20634732|0.6585732|-1.0946863
3|454|-0.051587|1.100941|-0.637376|-0.30024916|0.85194886|-0.5790681
3|455|-0.14421|1.083202|-0.735562|-0.37923884|0.5745755|-0.8901539
3|456|-0.0|-0.0|0.0|-1.2438395e-06|-2.066954e-06|2.2705644e-06
3|457|-0.0|-0.0|0.0|-2.9895455e-06|2.3543835e-06|-2.6896596e-06
3|458|-0.0|-0.0|0.0|5.289912e-07|-2.0363368e-06|-3.7252903e-07
3|459|-0.0|-0.0|0.0|6.0042366e-06|4.2049214e-06|3.1316886e-06
3|460|-0.0|-0.0|0.0|-9.204727e-06|-6.6324137e-06|-3.8044527e-06
3|461|-2.308916|1.206255|-1.562641|-2.5131807|1.6202662|-1.6987922
3|462|-2.178223|1.687602|-1.699031|-2.5876355|1.8072722|-1.7407503
3|463|-2.30129|1.183312|-1.541341|-2.448865|1.7976433|-1.887824
3|464|-2.245594|1.734434|-1.660436|-2.7376657|1.7043043|-1.9024599
3|465|-2.386634|1.304413|-1.619824|-2.578841|1.6923592|-1.8090694
3|466|-2.237861|1.648579|-1.629706|-2.561553|1.7356727|-1.9792476
3|467|-2.296089|1.778876|-1.430358|-2.7574086|2.0439239|-1.2798791
3|468|-2.23943|1.651805|-1.446263|-2.7031507|1.8810122|-1.2784933
3|469|2.308916|-1.206255|1.562641|2.513182|-1.6202615|1.6987793
3|470|2.178223|-1.687602|1.699031|2.5876322|-1.8072706|1.740749
3|471|2.30129|-1.183312|1.541341|2.4488611|-1.7976401|1.8878194
3|472|2.245594|-1.734434|1.660436|2.7376633|-1.7043164|1.9024701
3|473|2.386634|-1.304413|1.619824|2.5788512|-1.6923485|1.8090737
3|474|2.237861|-1.648579|1.629706|2.5615544|-1.7356653|1.9792559
3|475|2.296089|-1.778876|1.430358|2.7574058|-2.043926|1.2798845
3|476|2.23943|-1.651805|1.446263|2.7031386|-1.8810288|1.278493
3|477|-0.0|-0.0|0.0|8.2328916e-07|4.3817272e-07|4.5701745e-07
3|478|-0.0|-0.0|0.0|2.8628856e-06|3.874302e-07|-3.0906313e-06
3|479|-0.0|-0.0|0.0|-8.240342e-06|-1.0102056e-05|-4.3885457e-06
4|480|1.393883|-0.197575|-0.655714|1.846298|-0.08260083|-1.1761287
4|481|1.127515|0.017307|-0.401853|1.3178127|0.52096176|-1.0111302
4|482|1.445074|-0.22976|-0.594712|1.638547|0.008342326|-1.1830937
4|483|1.081387|-0.016798|-0.485766|1.24684|0.5622665|-1.0582087
4|484|1.430184|-0.267094|-0.670545|1.7383435|-0.060299903|-1.2856656
4|485|1.087063|0.025657|-0.42446|1.3317758|0.69745636|-1.0760597
4|486|1.064674|-0.027095|-0.611859|1.2243435|0.6809639|-1.1941872
4|487|1.091201|0.033281|-0.62539|1.3331499|0.5459826|-1.0445055
4|488|0.70273|0.258421|1.639375|0.6273811|0.37493604|1.1336031
4|489|0.720031|0.356715|1.133256|0.3087038|0.6114678|0.9371153
4|490|0.648886|0.288061|1.581801|0.31848744|0.40575364|1.1459086
4|491|0.681015|0.360282|1.068766|0.19581547|0.91738033|0.6033654
4|492|0.639577|0.272061|1.68106|0.44292074|0.38552925|1.2501013
4|493|0.657228|0.375587|1.011599|0.33638304|0.9510798|0.5090314
4|494|0.919307|0.360271|1.078431|0.77786255|0.422405|0.9466332
4|495|0.848901|0.409414|1.111966|0.33052224|0.921859|0.6440971
4|496|-0.521274|-1.154173|-0.521585|-0.55718935|-0.9232018|-0.028334677
4|497|-0.388944|-1.673258|-0.034256|-0.349239|-1.4805219|-0.63129216
4|498|-0.54549|-1.190177|-0.550192|-0.4860007|-1.2848568|-0.21605507
4|499|-0.434637|-1.630837|-0.127515|-0.35403237|-1.5295371|-0.5581995
4|500|-0.45201|-1.233769|-0.510965|-0.62195104|-1.3483205|0.00074514747
4|501|-0.40944|-1.523956|-0.172932|-0.33502695|-1.424665|-0.5070952
4|502|-0.255854|-1.792185|-0.296275|-0.32002187|-1.2233588|-0.33136526
4|503|-0.360353|-1.622797|-0.247698|-0.5289843|-1.3788282|-0.4304476
4|504|-1.393883|0.197575|0.655714|-1.8462956|0.08259323|1.1761212
4|505|-1.127515|-0.017307|0.401853|-1.3178103|-0.52097386|1.0111337
4|506|-1.445074|0.22976|0.594712|-1.6385348|-0.008334875|1.1830875
4|507|-1.081387|0.016798|0.485766|-1.2468287|-0.56227654|1.0582274
4|508|-1.430184|0.267094|0.670545|-1.7383468|0.06029086|1.2856604
4|509|-1.087063|-0.025657|0.42446|-1.3317813|-0.69745326|1.0760524
4|510|-1.064674|0.027095|0.611859|-1.2243346|-0.6809627|1.1941812
4|511|-1.091201|-0.033281|0.62539|-1.3331414|-0.5459788|1.0445132
4|512|-0.70273|-0.258421|-1.639375|-0.6273779|-0.37495464|-1.1336019
4|513|-0.720031|-0.356715|-1.133256|-0.30870238|-0.6114707|-0.93710953
4|514|-0.648886|-0.288061|-1.581801|-0.31848526|-0.40575746|-1.1459076
4|515|-0.681015|-0.360282|-1.068766|-0.19580851|-0.9173825|-0.60335755
4|516|-0.639577|-0.272061|-1.68106|-0.4429168|-0.38552678|-1.2500906
4|517|-0.657228|-0.375587|-1.011599|-0.3363837|-0.9510778|-0.50902665
4|518|-0.919307|-0.360271|-1.078431|-0.7778762|-0.4224072|-0.94663596
4|519|-0.848901|-0.409414|-1.111966|-0.3305303|-0.921841|-0.644094
4|520|0.521274|1.154173|0.521585|0.5571901|0.9231924|0.02833736
4|521|0.388944|1.673258|0.034256|0.34925288|1.4805195|0.6312951
4|522|0.54549|1.190177|0.550192|0.48599228|1.2848607|0.21604474
